ADJ{affreux}, N{personnage.g=M num=SG}*	afʁøpɛʁsonaʒ	1	0
DET{ArtDef}, N{âge.g=M num=SG}*	laʒ	1	0
DET{ArtDef}, N{âge.g=M num=SG}*	laʒ	1	0
DET{ArtDef}, N{âge.g=M num=SG}*	laʒ	1	0
DET{ArtDef}, N{âge.g=M num=SG}*	laʒ	1	0
DET{ArtDef}, N{âge.g=M num=SG}*	laʒ	1	0
DET{ArtDef}, N{âge.g=M num=SG}*	laʒ	1	0
DET{ArtDef}, N{écart.g=M num=SG}*	lekaʁ	1	0
DET{ArtDef}, N{écart.g=M num=SG}*	lekaʁ	1	0
DET{ArtDef}, N{écart.g=M num=SG}*	lekaʁ	1	0
DET{ArtDef}, N{échelon.g=M num=SG}*	leʃœlQ	1	0
DET{ArtDef}, N{éclairage.g=M num=PL}*	leeklɛʁaʒ	1	0
DET{ArtDef}, N{école.g=F num=PL}*	leekɔl	1	0
DET{ArtDef}, N{école.g=F num=PL}*	leekɔl	1	0
DET{ArtDef}, N{école.g=F num=PL}*	leekɔl	1	0
DET{ArtDef}, N{école.g=F num=PL}*	lezekɔl	1	1
DET{ArtDef}, N{école.g=F num=PL}*	lezekɔl	1	1
DET{ArtDef}, N{école.g=F num=PL}*	lezekɔl	1	1
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{école.g=F num=SG}*	lekɔl	1	0
DET{ArtDef}, N{économie.g=F num=SG}*	lekonomi	1	0
DET{ArtDef}, N{écoute.g=F num=SG}*	lekut	1	0
DET{ArtDef}, N{écrit.g=M num=PL}*	leekʁi	1	0
DET{ArtDef}, N{édition.g=F num=SG}*	ledisjQ	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{église.g=F num=SG}*	legliz	1	0
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=PL}*	lezelɛksjQ	1	1
DET{ArtDef}, N{élection.g=F num=SG}*	lelɛksjQ	1	0
DET{ArtDef}, N{électricité.g=F num=SG}*	lelɛktʁisite	1	0
DET{ArtDef}, N{électronique.g=F num=SG}*	lelɛktʁonik	1	0
DET{ArtDef}, N{élite.g=F num=SG}*	lelit	1	0
DET{ArtDef}, N{épaule.g=F num=PL}*	leepol	1	0
DET{ArtDef}, N{épave.g=F num=PL}*	leepav	1	0
DET{ArtDef}, N{épisode.g=M num=SG}*	lepizɔd	1	0
DET{ArtDef}, N{épisode.g=M num=SG}*	lepizɔd	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{époque.g=F num=SG}*	lepɔk	1	0
DET{ArtDef}, N{équilibre.g=M num=SG}*	lekilibʁ	1	0
DET{ArtDef}, N{équipe.g=F num=SG}*	lekip	1	0
DET{ArtDef}, N{étage.g=M num=SG}*	letaʒ	1	0
DET{ArtDef}, N{état.g=M num=SG}*	leta	1	0
DET{ArtDef}, N{étendue.g=F num=PL}*	leet&dy	1	0
DET{ArtDef}, N{étranger.g=M num=SG}*	letʁ&ʒe	1	0
DET{ArtDef}, N{étranger.g=M num=SG}*	letʁ&ʒe	1	0
DET{ArtDef}, N{étranger.g=M num=SG}*	letʁ&ʒe	1	0
DET{ArtDef}, N{étude.g=F num=PL}*	leetyd	1	0
DET{ArtDef}, N{étude.g=F num=PL}*	leetyd	1	0
DET{ArtDef}, N{étude.g=F num=PL}*	leetyd	1	0
DET{ArtDef}, N{étude.g=F num=PL}*	leetyd	1	0
DET{ArtDef}, N{étude.g=F num=PL}*	leetyd	1	0
DET{ArtDef}, N{étude.g=F num=PL}*	leetyd	1	0
DET{ArtDef}, N{étude.g=F num=PL}*	lezetyd	1	1
DET{ArtDef}, N{étude.g=F num=PL}*	lezetyd	1	1
DET{ArtDef}, N{été.g=M num=PL}*	leete	1	0
DET{ArtDef}, N{été.g=M num=PL}*	lezete	1	1
DET{ArtDef}, N{été.g=M num=SG}*	lete	1	0
DET{ArtDef}, N{été.g=M num=SG}*	lete	1	0
DET{ArtDef}, N{été.g=M num=SG}*	lete	1	0
DET{ArtDef}, N{été.g=M num=SG}*	lete	1	0
DET{ArtDef}, N{été.g=M num=SG}*	lete	1	0
DET{ArtDef}, N{été.g=M num=SG}*	lete	1	0
DET{ArtDef}, N{été.g=M num=SG}*	lete	1	0
DET{ArtDef}, N{été.g=M num=SG}*	lete	1	0
DET{ArtDef}, N{été.g=M num=SG}*	lete	1	0
DET{ArtDef}, N{été.g=M num=SG}*	lete	1	0
DET{ArtDef}, N{été.g=M num=SG}*	lete	1	0
DET{ArtDef}, N{évolution.g=F num=SG}*	levolysjQ	1	0
DET{ArtDef}, N{évolution.g=F num=SG}*	levolysjQ	1	0
DET{ArtDef}, N{île.g=F num=SG}*	lil	1	0
DET{ArtInd}, N{accent.g=M num=SG}*	3aks&	1	0
DET{ArtInd}, N{accent.g=M num=SG}*	3naks&	1	1
DET{ArtInd}, N{accident.g=M num=PL}*	dezaksid&	1	1
DET{ArtInd}, N{activité.g=F num=PL}*	dezaktivite	1	1
DET{ArtInd}, N{activité.g=F num=PL}*	dezaktivite	1	1
DET{ArtInd}, N{activité.g=F num=SG}*	ynaktivite	1	0
DET{ArtInd}, N{activité.g=F num=SG}*	ynaktivite	1	0
DET{ArtInd}, N{adaptation.g=F num=SG}*	ynadaptasjQ	1	0
DET{ArtInd}, N{affaire.g=F num=PL}*	deafɛʁ	1	0
DET{ArtInd}, N{affaire.g=F num=PL}*	dezafɛʁ	1	1
DET{ArtInd}, N{affaire.g=F num=SG}*	ynafɛʁ	1	0
DET{ArtInd}, N{agression.g=F num=PL}*	deagʁesjQ	1	0
DET{ArtInd}, N{air.g=M num=SG}*	3ɛʁ	1	0
DET{ArtInd}, N{alerte.g=F num=SG}*	ynalɛʁt	1	0
DET{ArtInd}, N{aligot.g=M num=SG}*	3naligo	1	1
DET{ArtInd}, N{alimentation.g=F num=SG}*	ynalim&tasjQ	1	0
DET{ArtInd}, N{ambiance.g=F num=PL}*	de&bj&s	1	0
DET{ArtInd}, N{ambiance.g=F num=SG}*	yn&bj&s	1	0
DET{ArtInd}, N{ami.g=F num=SG}*	ynami	1	0
DET{ArtInd}, N{ami.g=F num=SG}*	ynami	1	0
DET{ArtInd}, N{ami.g=F num=SG}*	ynami	1	0
DET{ArtInd}, N{ami.g=F num=SG}*	ynami	1	0
DET{ArtInd}, N{ami.g=F num=SG}*	ynami	1	0
DET{ArtInd}, N{ami.g=M num=PL}*	deami	1	0
DET{ArtInd}, N{ami.g=M num=PL}*	deami	1	0
DET{ArtInd}, N{ami.g=M num=PL}*	deami	1	0
DET{ArtInd}, N{ami.g=M num=PL}*	deami	1	0
DET{ArtInd}, N{ami.g=M num=PL}*	deami	1	0
DET{ArtInd}, N{ami.g=M num=PL}*	deami	1	0
DET{ArtInd}, N{ami.g=M num=PL}*	dezami	1	1
DET{ArtInd}, N{ami.g=M num=PL}*	dezami	1	1
DET{ArtInd}, N{ami.g=M num=PL}*	dezami	1	1
DET{ArtInd}, N{ami.g=M num=PL}*	dezami	1	1
DET{ArtInd}, N{ami.g=M num=PL}*	dezami	1	1
DET{ArtInd}, N{ami.g=M num=SG}*	3nami	1	1
DET{ArtInd}, N{ampleur.g=F num=SG}*	yn&plœʁ	1	0
DET{ArtInd}, N{ampoule.g=F num=PL}*	de&pul	1	0
DET{ArtInd}, N{an.g=M num=SG}*	3&	1	0
DET{ArtInd}, N{an.g=M num=SG}*	3&	1	0
DET{ArtInd}, N{an.g=M num=SG}*	3n&	1	1
DET{ArtInd}, N{an.g=M num=SG}*	3n&	1	1
DET{ArtInd}, N{an.g=M num=SG}*	3n&	1	1
DET{ArtInd}, N{an.g=M num=SG}*	3n&	1	1
DET{ArtInd}, N{an.g=M num=SG}*	3n&	1	1
DET{ArtInd}, N{an.g=M num=SG}*	3n&	1	1
DET{ArtInd}, N{an.g=M num=SG}*	3n&	1	1
DET{ArtInd}, N{ancien.g=M num=PL}*	de&sj3	1	0
DET{ArtInd}, N{animation.g=F num=PL}*	deanimasjQ	1	0
DET{ArtInd}, N{année.g=F num=PL}*	deane	1	0
DET{ArtInd}, N{année.g=F num=PL}*	deane	1	0
DET{ArtInd}, N{année.g=F num=PL}*	deane	1	0
DET{ArtInd}, N{année.g=F num=PL}*	deane	1	0
DET{ArtInd}, N{année.g=F num=PL}*	dezane	1	1
DET{ArtInd}, N{année.g=F num=PL}*	dezane	1	1
DET{ArtInd}, N{année.g=F num=PL}*	dezane	1	1
DET{ArtInd}, N{année.g=F num=PL}*	dezane	1	1
DET{ArtInd}, N{année.g=F num=SG}*	ynane	1	0
DET{ArtInd}, N{année.g=F num=SG}*	ynane	1	0
DET{ArtInd}, N{antenne.g=F num=SG}*	yn&tɛn	1	0
DET{ArtInd}, N{antenne.g=F num=SG}*	yn&tɛn	1	0
DET{ArtInd}, N{antenne.g=F num=SG}*	yn&tɛn	1	0
DET{ArtInd}, N{appareil.g=M num=SG}*	3napaʁɛj	1	1
DET{ArtInd}, N{appart.g=M num=SG}*	3apaʁt	1	0
DET{ArtInd}, N{appart.g=M num=SG}*	3apaʁt	1	0
DET{ArtInd}, N{appart.g=M num=SG}*	3apaʁt	1	0
DET{ArtInd}, N{appart.g=M num=SG}*	3apaʁt	1	0
DET{ArtInd}, N{appart.g=M num=SG}*	3apaʁt	1	0
DET{ArtInd}, N{appart.g=M num=SG}*	3apaʁt	1	0
DET{ArtInd}, N{appart.g=M num=SG}*	3apaʁt	1	0
DET{ArtInd}, N{appart.g=M num=SG}*	3apaʁt	1	0
DET{ArtInd}, N{appart.g=M num=SG}*	3napaʁt	1	1
DET{ArtInd}, N{appart.g=M num=SG}*	3napaʁt	1	1
DET{ArtInd}, N{appart.g=M num=SG}*	3napaʁt	1	1
DET{ArtInd}, N{appartement.g=M num=PL}*	dezapaʁtœm&	1	1
DET{ArtInd}, N{appartement.g=M num=SG}*	3napaʁtœm&	1	1
DET{ArtInd}, N{appartement.g=M num=SG}*	3napaʁtœm&	1	1
DET{ArtInd}, N{appartement.g=M num=SG}*	3napaʁtœm&	1	1
DET{ArtInd}, N{appel.g=M num=SG}*	3napɛl	1	1
DET{ArtInd}, N{arbre.g=M num=SG}*	3aʁbʁ	1	0
DET{ArtInd}, N{arbre.g=M num=SG}*	3naʁbʁ	1	1
DET{ArtInd}, N{arbre.g=M num=SG}*	3naʁbʁ	1	1
DET{ArtInd}, N{architecture.g=F num=SG}*	ynaʁʃitɛktyʁ	1	0
DET{ArtInd}, N{aspect.g=M num=SG}*	3naspɛ	1	1
DET{ArtInd}, N{association.g=F num=PL}*	deasosjasjQ	1	0
DET{ArtInd}, N{association.g=F num=PL}*	deasosjasjQ	1	0
DET{ArtInd}, N{association.g=F num=SG}*	ynasosjasjQ	1	0
DET{ArtInd}, N{association.g=F num=SG}*	ynasosjasjQ	1	0
DET{ArtInd}, N{association.g=F num=SG}*	ynasosjasjQ	1	0
DET{ArtInd}, N{association.g=F num=SG}*	ynasosjasjQ	1	0
DET{ArtInd}, N{association.g=F num=SG}*	ynasosjasjQ	1	0
DET{ArtInd}, N{astuce.g=F num=PL}*	deastys	1	0
DET{ArtInd}, N{astuce.g=F num=SG}*	ynastys	1	0
DET{ArtInd}, N{attache.g=F num=PL}*	deataʃ	1	0
DET{ArtInd}, N{attache.g=F num=PL}*	deataʃ	1	0
DET{ArtInd}, N{attirance.g=F num=SG}*	ynatiʁ&s	1	0
DET{ArtInd}, N{attraction.g=F num=SG}*	ynatʁaksjQ	1	0
DET{ArtInd}, N{automatisme.g=M num=PL}*	dezotomatizm	1	1
DET{ArtInd}, N{autre.g=M num=PL}*	dezotʁ	1	1
DET{ArtInd}, N{autre.g=M num=PL}*	dezotʁ	1	1
DET{ArtInd}, N{autre.g=M num=SG}*	3notʁ	1	1
DET{ArtInd}, N{autre.g=M num=SG}*	3notʁ	1	1
DET{ArtInd}, N{autre.g=M num=SG}*	3otʁ	1	0
DET{ArtInd}, N{autre.g=M num=SG}*	3otʁ	1	0
DET{ArtInd}, N{autre.g=M num=SG}*	3otʁ	1	0
DET{ArtInd}, N{autre.g=F num=SG}*	ynotʁ	1	0
DET{ArtInd}, N{autre.g=F num=SG}*	ynotʁ	1	0
DET{ArtInd}, N{autre.g=F num=SG}*	ynotʁ	1	0
DET{ArtInd}, N{autre.g=F num=SG}*	ynotʁ	1	0
DET{ArtInd}, N{autre.g=F num=SG}*	ynotʁ	1	0
DET{ArtInd}, N{autre.g=F num=SG}*	ynotʁ	1	0
DET{ArtInd}, N{autre.g=F num=SG}*	ynotʁ	1	0
DET{ArtInd}, N{autre.g=F num=SG}*	ynotʁ	1	0
DET{ArtInd}, N{autre.g=F num=SG}*	ynotʁ	1	0
DET{ArtInd}, N{autre.g=F num=SG}*	ynotʁ	1	0
DET{ArtInd}, N{autre.g=F num=SG}*	ynotʁ	1	0
DET{ArtInd}, N{autre.g=F num=SG}*	ynotʁ	1	0
DET{ArtInd}, N{autre.g=F num=SG}*	ynotʁ	1	0
DET{ArtInd}, N{autre.g=F num=SG}*	ynotʁ	1	0
DET{ArtInd}, N{autre.g=F num=SG}*	ynotʁ	1	0
DET{ArtInd}, N{autre.g=F num=SG}*	ynotʁ	1	0
DET{ArtInd}, N{autre.g=F num=SG}*	ynotʁ	1	0
DET{ArtInd}, N{avantage.g=M num=PL}*	deav&taʒ	1	0
DET{ArtInd}, N{avantage.g=M num=SG}*	3av&taʒ	1	0
DET{ArtInd}, N{avenir.g=M num=SG}*	3avœniʁ	1	0
DET{ArtInd}, N{bac.g=M num=SG}*	3bak	1	0
DET{ArtInd}, N{bac.g=M num=SG}*	3bak	1	0
DET{ArtInd}, N{bac.g=M num=SG}*	3bak	1	0
DET{ArtInd}, N{baffe.g=F num=SG}*	ynbaf	1	0
DET{ArtInd}, N{baffe.g=F num=SG}*	ynbaf	1	0
DET{ArtInd}, N{balcon.g=M num=SG}*	3balkQ	1	0
DET{ArtInd}, N{banlieue.g=F num=SG}*	ynb&ljø	1	0
DET{ArtInd}, N{banquet.g=M num=PL}*	deb&kɛ	1	0
DET{ArtInd}, N{banquet.g=M num=PL}*	deb&kɛ	1	0
DET{ArtInd}, N{banquet.g=M num=PL}*	deb&kɛ	1	0
DET{ArtInd}, N{banquet.g=M num=SG}*	3b&kɛ	1	0
DET{ArtInd}, N{banquet.g=M num=SG}*	3b&kɛ	1	0
DET{ArtInd}, N{banquet.g=M num=SG}*	3b&kɛ	1	0
DET{ArtInd}, N{banquet.g=M num=SG}*	3b&kɛ	1	0
DET{ArtInd}, N{banquet.g=M num=SG}*	3b&kɛ	1	0
DET{ArtInd}, N{banquet.g=M num=SG}*	3b&kɛ	1	0
DET{ArtInd}, N{bar.g=M num=SG}*	3baʁ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{barrage.g=M num=PL}*	debaʁaʒ	1	0
DET{ArtInd}, N{bas.g=M num=PL}*	deba	1	0
DET{ArtInd}, N{bas.g=M num=PL}*	deba	1	0
DET{ArtInd}, N{beau.g=F num=PL}*	debɛl	1	0
DET{ArtInd}, N{beau.g=F num=SG}*	ynbɛl	1	0
DET{ArtInd}, N{beau.g=F num=SG}*	ynbɛl	1	0
DET{ArtInd}, N{beau.g=F num=SG}*	ynbɛl	1	0
DET{ArtInd}, N{beau.g=F num=SG}*	ynbɛl	1	0
DET{ArtInd}, N{beau.g=F num=SG}*	ynbɛl	1	0
DET{ArtInd}, N{beau.g=M num=SG}*	3bo	1	0
DET{ArtInd}, N{beau.g=M num=SG}*	3bo	1	0
DET{ArtInd}, N{beau.g=M num=SG}*	3bo	1	0
DET{ArtInd}, N{beau.g=M num=SG}*	3bo	1	0
DET{ArtInd}, N{belote.g=F num=SG}*	ynbœlɔt	1	0
DET{ArtInd}, N{bicyclette.g=F num=PL}*	debisiklɛt	1	0
DET{ArtInd}, N{bicyclette.g=F num=PL}*	debisiklɛt	1	0
DET{ArtInd}, N{billet.g=M num=PL}*	debijɛ	1	0
DET{ArtInd}, N{biscuit.g=M num=PL}*	debiskɥi	1	0
DET{ArtInd}, N{boisson.g=F num=PL}*	debwasQ	1	0
DET{ArtInd}, N{bonbon.g=M num=SG}*	3bQbQ	1	0
DET{ArtInd}, N{bonheur.g=M num=SG}*	3bonœʁ	1	0
DET{ArtInd}, N{boucherie.g=F num=PL}*	debuʃœʁi	1	0
DET{ArtInd}, N{boudoir.g=M num=PL}*	debudwaʁ	1	0
DET{ArtInd}, N{bougnat.g=M num=PL}*	debuɲa	1	0
DET{ArtInd}, N{boulot.g=M num=SG}*	3bulo	1	0
DET{ArtInd}, N{boulot.g=M num=SG}*	3bulo	1	0
DET{ArtInd}, N{boulot.g=M num=SG}*	3bulo	1	0
DET{ArtInd}, N{bouquin.g=M num=PL}*	debuk3	1	0
DET{ArtInd}, N{bourgeois.g=F num=SG}*	ynbuʁʒwaz	1	0
DET{ArtInd}, N{bourgeois.g=M num=PL}*	debuʁʒwa	1	0
DET{ArtInd}, N{bout.g=M num=SG}*	3bu	1	0
DET{ArtInd}, N{bouteille.g=F num=PL}*	debutɛj	1	0
DET{ArtInd}, N{boutique.g=F num=SG}*	ynbutik	1	0
DET{ArtInd}, N{bouton.g=M num=SG}*	3butQ	1	0
DET{ArtInd}, N{boîte.g=F num=PL}*	debwat	1	0
DET{ArtInd}, N{boîte.g=F num=PL}*	debwat	1	0
DET{ArtInd}, N{boîte.g=F num=SG}*	ynbwat	1	0
DET{ArtInd}, N{brevet.g=M num=SG}*	3bʁøvɛ	1	0
DET{ArtInd}, N{briquette.g=F num=PL}*	debʁikɛt	1	0
DET{ArtInd}, N{bruit.g=M num=PL}*	debʁɥi	1	0
DET{ArtInd}, N{bureau.g=M num=SG}*	3byʁo	1	0
DET{ArtInd}, N{bureau.g=M num=SG}*	3byʁo	1	0
DET{ArtInd}, N{bureau.g=M num=SG}*	3byʁo	1	0
DET{ArtInd}, N{bureau.g=M num=SG}*	3byʁo	1	0
DET{ArtInd}, N{but.g=M num=SG}*	3by	1	0
DET{ArtInd}, N{bébé.g=M num=PL}*	debebe	1	0
DET{ArtInd}, N{bébé.g=M num=SG}*	3bebe	1	0
